,date,id,content,username,like_count,retweet_count
0,2023-02-04 18:51:48+00:00,1621944630928367616,". ”The suffering of Christian refugees is a testimony to the failure of the International community to support &amp; better the situation of the victims of genocide”  at  He included the  in the speech, video:  ",ShabKlara,0,0
1,2023-02-04 18:51:48+00:00,1621944630831882240,"           Qu il rentre chez lui dans son,pays,ce,connard qu' il aille y'faire la loi lol",jeannepicart,0,0
2,2023-02-04 18:51:47+00:00,1621944625983361026,           Kick his ungrateful ass out of the country. See if Mexico or another country in the south will feed and house him for free. How long are the American people going to put up with this?! There is a system for Legal immigration.,CezarCervantez,0,0
3,2023-02-04 18:51:39+00:00,1621944590709264384,           Stick him on a pole.,BrettGary3,0,0
4,2023-02-04 18:51:37+00:00,1621944583402692616," This 1000% They are smearing concerned citizens as far right/rascist. People want answers. Ukraine refugees are welcome. Was supposed to be women,children, elderly. Even Syria. But young men from Georgia,Albania, Algiers, other countries not at war arriving no docs = trouble",KMhaille,0,0
5,2023-02-04 18:51:15+00:00,1621944491195113473,             Maybe because even the suggestion would be deemed culturally insensitive from a political perspective,biowalker8,0,0
6,2023-02-04 18:51:13+00:00,1621944480579321856,            This got you a follow. Extreme measures must be taken to protect the most precious things on this earth...our children,ChristyStamper4,0,0
7,2023-02-04 18:51:02+00:00,1621944434597269506, The UK. Refugees get 5 star hotels whilst British citizens starve to death on the side of the road.,jmsmith1624,0,0
8,2023-02-04 18:50:56+00:00,1621944411285250048," I was talking with a guy called Marcel Slinkman, works the bar at VVHeino, drove a bus to Poland for Ukraine refugees. He knows you. Is there a game tomorrow?",MrMickNL,0,0
9,2023-02-04 18:50:55+00:00,1621944407934083074,"            terrible. Même si cet homme pourrit en prison,  cette jeune femme est détruite à vie ",elise_11,0,0
10,2023-02-04 18:50:53+00:00,1621944398094147584,           Nem látom a véres ruháját a rapistnak,RighterGedeon,0,0
11,2023-02-04 18:50:49+00:00,1621944379710574594,           Now you know what we have to accept in the USA….almost all trouble makers….single adult males!! Totally trash and  Biden welcomes this blight on our Country!!!!,Kathlee46258722,0,0
12,2023-02-04 18:50:47+00:00,1621944371284443137,Refugees deserve a chance at a better life   ,elemental_facts,0,0
13,2023-02-04 18:50:42+00:00,1621944351990464514,           Sweden has fallen. It has become the rape capitol of the world,Godblessdusa1,0,0
14,2023-02-04 18:50:38+00:00,1621944336911929350,"  What about the brutal Zionist regime's four-hour-long massacre of nine Palestinians in the Jenin refugee camp just a day earlier? The settles were attacked inside the illegal settlements, not in a synagogue.",niazpk,0,0
15,2023-02-04 18:50:36+00:00,1621944327663484928,"  Are they really anti refugee protests I'm not sure they are more like anti let anyone in protests 
Genuine refugees really fleeing hardships are fine it's the frauds that are the problem 
Very poor journalism Virgin media ",FrankNe55019482,0,0
16,2023-02-04 18:50:30+00:00,1621944299892916240," Muslims breed like rabbits, 
especially in the Western welfare nations.

This was shown at the UN in 2009 before the Refugee Crisis of 2015...  ",pete_shearer,0,0
17,2023-02-04 18:50:27+00:00,1621944291324223488,"            He’s not starving. He’s receiving free handouts daily,which, he thinks he is ENTITLED TO. He is NOT ENTITLED to the handouts that he receives. I’m sure that the kitchen will FREELY provide him with a hot lunch that he won’t need to pay for.",410Patriot,0,0
18,2023-02-04 18:50:27+00:00,1621944288698568704,           Give em the shillelagh,CavePersonCA,0,0
19,2023-02-04 18:50:16+00:00,1621944242342973441,"   It’s easy smearing concerned citizens as far right/rascist. People want answers. Ukraine refugees are welcome. Was supposed to be women,children, elderly. Even Syria. But young men -Georgia,Albania, Algiers, other countries not at war arriving w/ no docs on arrival is trouble",KMhaille,0,0
20,2023-02-04 18:50:14+00:00,1621944235661426697,            Mit den Iren ist nicht zu spaßen,DelormeAdriana,0,0
21,2023-02-04 18:50:05+00:00,1621944198235553793,The media and politicians have a lot to say about refugees. But what do you actually know? Use this  quiz to find out. ,Jenmwilsonuk,0,0
22,2023-02-04 18:50:01+00:00,1621944179960995842,           Kick them out of the country this is not a free state we have rules and laws if they  don't like it the f off ..we have plenty of UK citizens that deserve this food and money more than economic migrants that come to rip us off while complaining ,Djohnson_______,0,0
23,2023-02-04 18:49:55+00:00,1621944156036931586,           Send him back.,buckle_pass,0,0
24,2023-02-04 18:49:54+00:00,1621944150785409024,           The Swedish government is betraying its citizens in favour of the agenda of the world's self appointed owners. Theirs is an anti white agenda.,Taxcow2,0,0
25,2023-02-04 18:49:53+00:00,1621944145798365185,"                     In which case Israel must stop provoking such murderous hatred by their evil acts towards Palestinians. If I lived in a refugee camp with no rights, I too would want to murder all Israelis and obliterate the state of Israel. It would help if they stopped destroying their homes.",Teresa_Peckham,1,0
26,2023-02-04 18:49:39+00:00,1621944086491004929,           That attitude should be enough for deportation.   Send him back on the next plane.,Gil1957,0,0
27,2023-02-04 18:49:38+00:00,1621944083747934210,           Not a serious country,NAFOfella5,0,0
28,2023-02-04 18:49:37+00:00,1621944079377383430,As refugee from  you can Apply for SSI in       ,miepjev,0,0
29,2023-02-04 18:49:36+00:00,1621944077456490500,           I Hope you Know as much as How your Indian bang bus  Brothers doin,S1fflappen,0,0
30,2023-02-04 18:49:31+00:00,1621944053112635394,"           Ireland isn't Sweden, touch our women and kids and you'll find that out, at your peril",Jpryan1969,0,0
31,2023-02-04 18:49:31+00:00,1621944052923891713, The fact that refugee resettlement types don’t seem to pay much attention to the matter of repatriation kind of gives the game away.,Blair_A_Nathan,0,0
32,2023-02-04 18:49:21+00:00,1621944011303821314,           Deport them all.,Superboep2,0,0
33,2023-02-04 18:49:09+00:00,1621943962285101062," A magnitude greater number of refugees can be aided in regional camps versus permanent resettlement to Western countries, but it's so obvious that the whole thing is just a farce to extort people into accepting immigration by another name.",PhilippusArabus,1,1
34,2023-02-04 18:49:09+00:00,1621943960091467776,           Is he still alive? Parents need to tend to that problem and eliminate the threat to their children,ChristyStamper4,0,0
35,2023-02-04 18:48:57+00:00,1621943912272203777,           Europe killing itself,georgekouts62,0,0
36,2023-02-04 18:48:40+00:00,1621943838972706816,            Throw him out.,LabRetvr,0,0
37,2023-02-04 18:48:39+00:00,1621943838372659200,"            Go woke
Go broke
Go woke
You're a joke",TheCat09231543,0,0
38,2023-02-04 18:48:39+00:00,1621943835122360325,"              Okay let's talk about teachers, rabbis, religious leaders of other Christian faiths, all of Afghanistan.",CavePersonCA,0,0
39,2023-02-04 18:48:37+00:00,1621943828616716288, Right I love dogs as much as the next person but women are getting harassed by refugees all over the country and dogs are more important. Shows exactly what RTE thinks of Irish people,JohnJoh27388508,0,0
40,2023-02-04 18:48:35+00:00,1621943820559450113," I think  white population of the US would have easy thing being refugees but then we have black, Latin and native American population that I think will be less lucky.  We live in a racist world..",SalmonForest1,1,0
41,2023-02-04 18:48:29+00:00,1621943792495480832,           This is more than six months ago,saudisaud7,0,0
42,2023-02-04 18:48:19+00:00,1621943752855109632,"Venezuelans in New York demanding hotel accomodations.  Not all, this Venezuelan is telling them off, and ashamed of them.   Thank you USA from every single refugee with decency and honor!
Deport those people that don't like it!",Conchi4870,0,0
43,2023-02-04 18:48:15+00:00,1621943736254210048,"            If they can destabilize their own populace, then the populace is forced to beg for them to grow their authority.  
Order from chaos is the governments only skill.",C_3xrpO,0,0
44,2023-02-04 18:48:02+00:00,1621943680910106624, And then what? Find a few unused barns? Where are these lads supposed to live long-term? And that's putting the sketchiness of their 'refugee' claims to one side.,BWilliamsSligo,0,0
45,2023-02-04 18:47:56+00:00,1621943655236788227,            Struggling with getting up in time for breakfast. Struggling with showing some gratitude and respect.,MariaDa69979430,0,0
46,2023-02-04 18:47:55+00:00,1621943653311676417, Pets are evolutionary refugees. I suggest that breeding pets of any type be prohibited. Allow the existing pets to die out and enforce the prohibition.,JeffreyGuterman,0,0
47,2023-02-04 18:47:55+00:00,1621943650887385088,            Well they don't seem to like getting up early for a free  breakfast for some reason? Last time I checked  stops serving breakfast promptly each day @ 10:30 AM in the ... ,MikeM2014,0,0
48,2023-02-04 18:47:54+00:00,1621943648102514688,"           For an adult crime, I strongly believe that adult laws should apply. 

Criminals shouldn't be allowed to hide under the comfort of a Child Law Or a Deliquent Law!",TaraRao0112,3,0
49,2023-02-04 18:47:51+00:00,1621943635679019008, I thought she was living in a Iraqi refugee camp??!,AtheistHindoo,0,0
50,2023-02-04 18:47:51+00:00,1621943635070558208,           I heard Antarctica has a lot of land and isn't owned by any country.  Let's send all the immigrants there - they can build their own country and eat any time they want.,TheCat09231543,0,0
51,2023-02-04 18:47:51+00:00,1621943633812275208,           Too bad free-loader.,Beaudancer1,0,0
52,2023-02-04 18:47:46+00:00,1621943614740860936,"Again the coordination regarding the refugees is done by  and we will be bringing the medical aid to the specialized children’s hospital. Everything we bring which could be used better elsewhere, gets send along by them",Torixas,3,0
53,2023-02-04 18:47:26+00:00,1621943529017679873,           Just normal there nowadays. Germans accept such behavior.,htiekkeith1234,0,0
54,2023-02-04 18:47:22+00:00,1621943514887225345,"           Young foreign, fighting-aged males--deliberately brought into countries to join secret militias created and fielded by oppressive Globalist WEFer governments. These BLM/Antifa-style gangs will keep citizens under control when/if they ever wake up to what's going on.",greencrow12,0,0
55,2023-02-04 18:47:20+00:00,1621943503789113344," Core issue: incompetent or no leadership in many countries, ghost of religions with non-secular beliefs lives on with their agendas, communists/leftist hv theirs. UN SD Goals is distant far cry.  World needs enlightened Self Actualised Leaders in 1000s, for peace n prosperity",scheel44,1,0
56,2023-02-04 18:47:16+00:00,1621943489427607553,           Jail his ass!,JudithEMoore1,0,0
57,2023-02-04 18:47:16+00:00,1621943486504116224,           Surprisingly Sharia law and women's rights don't mix as well as oil and spice.,DocEquis247,0,0
58,2023-02-04 18:47:03+00:00,1621943433525968897,"    Do you know Poland doesn't have the amenities needed to support 3.5 million refugees? While we're being sanctioned by the same people that support the war? We've given them tanks and weapons and money, we can't take care of their people. And what are you talking about?",_MAYDAYmariaALT,0,0
59,2023-02-04 18:47:03+00:00,1621943432582152192,"           He should learn to wake up earlier, they're not going to change breakfast times for one person. either get up or go without simple.",janesansome2,0,0
60,2023-02-04 18:47:02+00:00,1621943430841499648, غيفارا,Muhammmasri41,0,0
61,2023-02-04 18:46:59+00:00,1621943418107695104,British father who left his family for Ukrainian refugee is arrested after row with his new love - Daily Mail ,fransezas,0,0
62,2023-02-04 18:46:59+00:00,1621943415926554624, The entire refugee system has become a scam built on the emotional extortion of Westerners to their own detriment.,PhilippusArabus,1,0
63,2023-02-04 18:46:56+00:00,1621943402928508932,            Your shitty attitude of indifference cause “it’s not my problem” is what got us here. Who you going to ask for help it lands on your doorstep?,Christo32685852,0,0
64,2023-02-04 18:46:54+00:00,1621943394908999682,              They are the world largest human traffickers through their catholic charities program$.,JanaGegone,0,0
65,2023-02-04 18:46:47+00:00,1621943368241807360,           They should’ve given that little punk a ticket to “ride the lightning”,theewoodbutcher,0,0
66,2023-02-04 18:46:41+00:00,1621943340630478848,           Well don’t bloody send him to the uk,markadele2007,0,0
67,2023-02-04 18:46:39+00:00,1621943333164847105,           Lovely ,Jeff27232500,0,0
68,2023-02-04 18:46:35+00:00,1621943314420310016," Not only is permanent resettlement now seen as the principle mode of aiding refugees, the definition of a refugee has been degraded to apply to anyone fleeing poverty or crime; i.e. practically all potential immigrants.",PhilippusArabus,1,0
69,2023-02-04 18:46:33+00:00,1621943308300722186,  ,GalaxiansNFT,2,0
70,2023-02-04 18:46:31+00:00,1621943299144548352,"Refugees are people, not problems.  My maiden motion, although all credit is due to  ",Dan_Alexander,0,0
71,2023-02-04 18:46:19+00:00,1621943249546973184,"           Good, hope he gets what he truly deserves.",Kennywa76014207,0,0
72,2023-02-04 18:46:15+00:00,1621943231280816133,            Kissed?,fletcherkathy8,0,0
73,2023-02-04 18:46:08+00:00,1621943203208495105,"‘Refugee‘ was considered as a commercially unsuccessful venture but actually, was the fifth highest grossing film of 2000.

 ",Manish24573,1,1
74,2023-02-04 18:46:04+00:00,1621943184820506626,"And don't tell me they couldn't have known. The first article was published nearly a year after Kristallnacht and the expansion of concentration camps. The refugee crisis was so dire, FDR participated in an international conference to discuss the issue of Jewish refugees. ",Esqueer_,28,3
75,2023-02-04 18:45:57+00:00,1621943154860507137,"           Yeah but we just keep shipping them in
..unreal",MarkDMilne1,0,0
76,2023-02-04 18:45:54+00:00,1621943145641410562,"           What would it take ,eh ?",mikecluer,0,0
77,2023-02-04 18:45:54+00:00,1621943143892668416,"‘Refugee‘ was considered as a commercially unsuccessful venture but actually, was the fifth highest grossing film of 2000.

 ",Manish24573,1,1
78,2023-02-04 18:45:52+00:00,1621943136091049985,"             If you know *why* a crime was committed, you have more chance of  preventing repetition. If ignorance of the law or deeply ingrained belief about M entitlement to F bodies encouraged it, there are steps that can (&amp; should) be taken to educate recent migrants. Why ignore factors?",fletcherkathy8,0,0
79,2023-02-04 18:45:51+00:00,1621943133784227841,"            Like they did at places like Tuam, you mean?",GJSchear,0,0
80,2023-02-04 18:45:46+00:00,1621943110258364424,           Welcome to the new Europe. Enjoy!,kotts2021,0,0
81,2023-02-04 18:45:42+00:00,1621943094529916928,           They will find that the people will eventually take matters into their own hands and take the trash out themselves.,ShelleyH70,0,0
82,2023-02-04 18:45:39+00:00,1621943082156703745,"‘Refugee‘ was considered as a commercially unsuccessful venture but actually, was the fifth highest grossing film of 2000.

 ",Manish24573,0,0
83,2023-02-04 18:45:29+00:00,1621943039647162370,           The entitlement,EdRooney999,0,0
84,2023-02-04 18:45:26+00:00,1621943028729405440,           Asylum seeker huh? Put me in charge of people like this. I would send his asy back where he came from,ChristyStamper4,0,0
85,2023-02-04 18:45:26+00:00,1621943027689209857,"           Man, mid-day munchies were raging in that dude!",DC__2112,0,0
86,2023-02-04 18:45:24+00:00,1621943016435994624,"  That's noble, but realistically, name one country in the world that takes in Refugees and houses them in castles.",Ezz_Khattab,0,0
87,2023-02-04 18:45:16+00:00,1621942983636520967,            Crossed,Johnsy1980RSA,0,0
88,2023-02-04 18:45:15+00:00,1621942981405118465, You have nothing to say about the brutal Zionist regime's four-hour-long massacre in the Jenin refugee camp just a day earlier,niazpk,0,0
89,2023-02-04 18:45:14+00:00,1621942976912965635,Much appreciation to  disable foundation for donating 24 boxes of sanitary pads to support girls during our sessions   ,RefugeeTeens,1,0
90,2023-02-04 18:45:07+00:00,1621942947460562945, I think there should be a general rule for refugees to be resettled in countries that are safe but no wealthier than the countries of origin. Rich countries could help by subsidizing them there (where $ goes further anyway). That would /dramatically/ curtail abuse of the system,Blair_A_Nathan,1,0
91,2023-02-04 18:45:07+00:00,1621942947175440391,            Why didn't you say peace be upon me? We both know the answer to that.,Theunrepentant2,0,0
92,2023-02-04 18:45:05+00:00,1621942937918607363,             Catholic charities is the worlds largest human trafficking ring and sold out western society to pad their wallet$. NGOs own the politicians.,JanaGegone,0,0
93,2023-02-04 18:45:05+00:00,1621942937239052292,Warsaw at the refugee centre ,Torixas,4,0
94,2023-02-04 18:45:01+00:00,1621942922735222784,"Look at these numbers:
3.7 million refugees in Turkey.
2.5 million in Colombia.
2.2 million in Germany.
1.5 million in Pakistan. 

Then think about this: the UK has just 232,000 refugees, including recently arrived Ukrainians. ",ShoaibMKhan,2,3
95,2023-02-04 18:45:00+00:00,1621942916720758790,"Pope Francis has met South Sudanese children displaced by conflict and heard of their lives in refugee camps, telling them they would build a better future by replacing ethnic hatred with forgiveness  ",AJEnglish,15,5
96,2023-02-04 18:45:00+00:00,1621942916683018240," The Justice Minister has described anti-refugee protests that have taken place over the past few weeks as ""thuggish, mobbish and intimidating that cannot be accepted as the norm""

 reports 

 ",VirginMediaNews,2,1
97,2023-02-04 18:44:50+00:00,1621942873749917697,"Nine Killed In Jihadist Attack On Niger Republic Refugee Camp

",Batureeeee,0,0
98,2023-02-04 18:44:45+00:00,1621942856171819008,            Wow you people can’t say something without saying Trump! Trump derangement syndrome is what it’s called it is a mental illness you liberals have ! You all need help,AmyBoyd24678463,0,0
99,2023-02-04 18:44:41+00:00,1621942837611823104,"           On his free phone, in the hotel he's not paying for, overslept in his pigsty room.",Avnrulz,0,0
100,2023-02-04 18:44:15+00:00,1621942727800758273," Refugees? Or economic migrants coming for the handouts &amp; possibility of free gaff? Let's be clear on the definition here. They aren't fleeing war, they are mostly young,fit men, worryingly with culture references that dramatically clash with our way of life! ENOUGH!",SineadFinnWex,0,0
